"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUT","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2011",0.078,
"AUT","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2012",0.078,
"AUT","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2013",0.079,
"AUT","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2014",0.075,
"AUT","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2015",0.076,
"AUT","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2016",0.075,
"AUT","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2017",0.075,
"AUT","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2018",0.071,
"AUT","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2019",0.072,
"AUT","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2020",0.072,
"AUT","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2021",0.073,
"BEL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2001",0.138,
"BEL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2002",0.132,
"BEL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2003",0.136,
"BEL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2004",0.132,
"BEL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2005",0.128,
"BEL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2006",0.123,
"BEL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2007",0.117,
"BEL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2008",0.12,
"BEL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2009",0.117,
"BEL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2010",0.123,
"BEL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2011",0.113,
"BEL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2012",0.107,
"BEL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2013",0.111,
"BEL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2014",0.103,
"BEL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2015",0.101,
"BEL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2016",0.105,
"BEL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2017",0.103,
"BEL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2018",0.098,
"BEL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2019",0.098,
"BEL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2020",0.096,
"BEL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2021",0.099,
"CAN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2001",0.206,
"CAN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2002",0.201,
"CAN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2003",0.207,
"CAN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2004",0.206,
"CAN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2005",0.201,
"CAN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2006",0.199,
"CAN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2007",0.195,
"CAN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2008",0.188,
"CAN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2009",0.186,
"CAN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2010",0.181,
"CAN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2011",0.179,
"CAN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2012",0.177,
"CAN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2013",0.177,
"CAN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2014",0.177,
"CAN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2015",0.174,
"CAN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2016",0.18,
"CAN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2017",0.182,
"CAN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2018",0.18,
"CAN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2019",0.177,
"CAN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2020",0.172,
"CAN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2021",0.168,
"CZE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2001",0.171,
"CZE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2002",0.17,
"CZE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2003",0.172,
"CZE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2004",0.168,
"CZE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2005",0.156,
"CZE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2006",0.149,
"CZE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2007",0.141,
"CZE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2008",0.134,
"CZE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2009",0.133,
"CZE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2010",0.137,
"CZE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2011",0.13,
"CZE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2012",0.13,
"CZE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2013",0.13,
"CZE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2014",0.124,
"CZE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2015",0.117,
"CZE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2016",0.113,
"CZE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2017",0.112,
"CZE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2018",0.109,
"CZE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2019",0.104,
"CZE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2020",0.104,
"CZE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2021",0.106,
"DNK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2001",0.079,
"DNK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2002",0.077,
"DNK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2003",0.082,
"DNK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2004",0.077,
"DNK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2005",0.073,
"DNK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2006",0.075,
"DNK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2007",0.073,
"DNK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2008",0.071,
"DNK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2009",0.072,
"DNK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2010",0.074,
"DNK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2011",0.068,
"DNK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2012",0.065,
"DNK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2013",0.064,
"DNK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2014",0.06,
"DNK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2015",0.058,
"DNK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2016",0.058,
"DNK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2017",0.056,
"DNK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2018",0.055,
"DNK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2019",0.052,
"DNK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2020",0.05,
"DNK","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2021",0.054,
"FIN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2001",0.166,
"FIN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2002",0.172,
"FIN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2003",0.178,
"FIN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2004",0.173,
"FIN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2005",0.155,
"FIN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2006",0.162,
"FIN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2007",0.152,
"FIN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2008",0.145,
"FIN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2009",0.149,
"FIN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2010",0.158,
"FIN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2011",0.148,
"FIN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2012",0.145,
"FIN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2013",0.144,
"FIN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2014",0.147,
"FIN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2015",0.139,
"FIN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2016",0.141,
"FIN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2017",0.135,
"FIN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2018",0.136,
"FIN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2019",0.132,
"FIN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2020",0.128,
"FIN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2021",0.13,
"FRA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2001",0.112,
"FRA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2002",0.111,
"FRA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2003",0.113,
"FRA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2004",0.111,
"FRA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2005",0.11,
"FRA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2006",0.105,
"FRA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2007",0.102,
"FRA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2008",0.102,
"FRA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2009",0.101,
"FRA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2010",0.102,
"FRA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2011",0.098,
"FRA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2012",0.097,
"FRA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2013",0.097,
"FRA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2014",0.092,
"FRA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2015",0.093,
"FRA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2016",0.09,
"FRA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2017",0.088,
"FRA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2018",0.086,
"FRA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2019",0.083,
"FRA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2020",0.081,
"FRA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2021",0.082,
"DEU","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2001",0.104,
"DEU","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2002",0.102,
"DEU","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2003",0.102,
"DEU","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2004",0.102,
"DEU","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2005",0.1,
"DEU","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2006",0.1,
"DEU","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2007",0.092,
"DEU","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2008",0.092,
"DEU","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2009",0.091,
"DEU","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2010",0.092,
"DEU","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2011",0.084,
"DEU","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2012",0.084,
"DEU","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2013",0.086,
"DEU","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2014",0.08,
"DEU","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2015",0.079,
"DEU","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2016",0.078,
"DEU","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2017",0.076,
"DEU","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2018",0.074,
"DEU","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2019",0.071,
"DEU","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2020",0.07,
"DEU","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2021",0.07,
"GRC","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2001",0.09,
"GRC","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2002",0.088,
"GRC","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2003",0.086,
"GRC","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2004",0.083,
"GRC","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2005",0.084,
"GRC","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2006",0.079,
"GRC","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2007",0.077,
"GRC","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2008",0.078,
"GRC","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2009",0.079,
"GRC","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2010",0.078,
"GRC","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2011",0.084,
"GRC","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2012",0.09,
"GRC","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2013",0.081,
"GRC","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2014",0.08,
"GRC","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2015",0.08,
"GRC","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2016",0.079,
"GRC","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2017",0.079,
"GRC","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2018",0.076,
"GRC","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2019",0.073,
"GRC","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2020",0.072,
"GRC","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2021",0.068,
"HUN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2001",0.127,
"HUN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2002",0.122,
"HUN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2003",0.119,
"HUN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2004",0.114,
"HUN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2005",0.117,
"HUN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2006",0.112,
"HUN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2007",0.109,
"HUN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2008",0.107,
"HUN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2009",0.109,
"HUN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2010",0.111,
"HUN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2011",0.107,
"HUN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2012",0.103,
"HUN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2013",0.098,
"HUN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2014",0.094,
"HUN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2015",0.096,
"HUN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2016",0.095,
"HUN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2017",0.095,
"HUN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2018",0.09,
"HUN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2019",0.086,
"HUN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2020",0.089,
"HUN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2021",0.087,
"ISL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2001",0.263,
"ISL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2002",0.269,
"ISL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2003",0.264,
"ISL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2004",0.242,
"ISL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2005",0.232,
"ISL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2006",0.27,
"ISL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2007",0.296,
"ISL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2008",0.327,
"ISL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2009",0.367,
"ISL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2010",0.38,
"ISL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2011",0.399,
"ISL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2012",0.386,
"ISL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2013",0.385,
"ISL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2014",0.377,
"ISL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2015",0.344,
"ISL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2016",0.305,
"ISL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2017",0.308,
"ISL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2018",0.322,
"ISL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2019",0.31,
"ISL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2020",0.328,
"ISL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2021",0.316,
"IRL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2001",0.077,
"IRL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2002",0.073,
"IRL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2003",0.069,
"IRL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2004",0.067,
"IRL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2005",0.064,
"IRL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2006",0.061,
"IRL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2007",0.059,
"IRL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2008",0.062,
"IRL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2009",0.063,
"IRL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2010",0.062,
"IRL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2011",0.056,
"IRL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2012",0.056,
"IRL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2013",0.055,
"IRL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2014",0.049,
"IRL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2015",0.041,
"IRL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2016",0.042,
"IRL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2017",0.038,
"IRL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2018",0.035,
"IRL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2019",0.033,
"IRL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2020",0.03,
"IRL","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2021",0.028,
"ITA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2001",0.075,
"ITA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2002",0.075,
"ITA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2003",0.079,
"ITA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2004",0.078,
"ITA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2005",0.079,
"ITA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2006",0.077,
"ITA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2007",0.076,
"ITA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2008",0.075,
"ITA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2009",0.074,
"ITA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2010",0.075,
"ITA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2011",0.072,
"ITA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2012",0.071,
"ITA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2013",0.07,
"ITA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2014",0.066,
"ITA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2015",0.068,
"ITA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2016",0.066,
"ITA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2017",0.066,
"ITA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2018",0.065,
"ITA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2019",0.064,
"ITA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2020",0.065,
"ITA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2021",0.064,
"JPN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2001",0.108,
"JPN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2002",0.109,
"JPN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2003",0.106,
"JPN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2004",0.107,
"JPN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2005",0.105,
"JPN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2006",0.104,
"JPN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2007",0.101,
"JPN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2008",0.098,
"JPN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2009",0.1,
"JPN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2010",0.101,
"JPN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2011",0.094,
"JPN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2012",0.09,
"JPN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2013",0.089,
"JPN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2014",0.086,
"JPN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2015",0.083,
"JPN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2016",0.082,
"JPN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2017",0.081,
"JPN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2018",0.079,
"JPN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2019",0.077,
"JPN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2020",0.075,
"JPN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2021",0.078,
"KOR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2001",0.171,
"KOR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2002",0.167,
"KOR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2003",0.165,
"KOR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2004",0.161,
"KOR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2005",0.156,
"KOR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2006",0.151,
"KOR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2007",0.148,
"KOR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2008",0.147,
"KOR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2009",0.147,
"KOR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2010",0.15,
"KOR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2011",0.151,
"KOR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2012",0.149,
"KOR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2013",0.145,
"KOR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2014",0.143,
"KOR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2015",0.141,
"KOR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2016",0.142,
"KOR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2017",0.137,
"KOR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2018",0.133,
"KOR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2019",0.13,
"KOR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2020",0.129,
"KOR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2021",0.13,
"LUX","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2001",0.083,
"LUX","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2002",0.083,
"LUX","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2003",0.086,
